#,#識別情報,,,,,,,,,,,,,,良/悪,任意にはずせるか,上書き効果,,,状態異常種別,,,,特殊エリアに表示,装備バフか,
#,#serialid,ゲーム内名称,,アイコンID,ログID,死亡時のログID,ステルス時ログID,エフェクトID,モーション停止,足跡無効,ブライトのライト,追加トレイル(物理系)エフェクトID,保険護符(装備),効果重複時ログID,,,,エフェクトログID,,,チェンジマップ時エフェクト再生無効,画面効果,アクションボタン強制有効,,,
#,#:6000個まで,通常時,ゲーム内説明,,,,,,,,,,,,,,,,付与効果時,,,,,,,
#,#,,,,,,自動計算,,,,,,,,,,,,,,,,,,,
#,1,,,,,,,,,,,,,,5,6,9,,,4,,,,,,
#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,
83805,チェインアーツ,<color PARAM_UP>物理スキルをコンボに繋げる事ができる</color>／<color PARAM_UP>OD自動回復</color>／<color PARAM_UP>コンボボーナス増加</color>／<color PARAM_UP>攻撃スキルのクールタイム短縮</color>,105049,1,,1,,,,,,,,GOOD,0,0,,,,1,,,,,
83806,チェインアーツ,<color PARAM_UP>物理スキルをコンボに繋げる事ができる</color>／<color PARAM_UP>OD自動回復</color>／<color PARAM_UP>コンボボーナス増加</color>／<color PARAM_UP>攻撃スキルのクールタイム短縮</color>,105049,1,,1,,,,,,,,GOOD,0,0,,,,1,,,,,
83807,チェインアーツ,<color PARAM_UP>物理スキルをコンボに繋げる事ができる</color>／<color PARAM_UP>OD自動回復</color>／<color PARAM_UP>コンボボーナス増加</color>／<color PARAM_UP>攻撃スキルのクールタイム短縮</color>,105049,1,,1,,,,,,,,GOOD,0,0,,,,1,,,,,
83901,リアクティブヒール,<color PARAM_UP>ダメージを受ける度HP回復</color>,205001,1,,1,,,,,,,,GOOD,1,0,,,,1,,,,,
83902,リアクティブヒール,<color PARAM_UP>ダメージを受ける度HP回復</color>,205001,1,,1,,,,,,,,GOOD,1,0,,,,1,,,,,
83903,リアクティブヒール,<color PARAM_UP>ダメージを受ける度HP回復</color>,205001,1,,1,,,,,,,,GOOD,1,0,,,,1,,,,,
83904,リアクティブヒール,<color PARAM_UP>ダメージを受ける度HP回復</color>,205001,1,,1,,,,,,,,GOOD,1,0,,,,1,,,,,
83905,リアクティブヒール,<color PARAM_UP>ダメージを受ける度HP回復</color>,205001,1,,1,,,,,,,,GOOD,1,0,,,,1,,,,,
83906,リアクティブヒール,<color PARAM_UP>ダメージを受ける度HP回復</color>,205001,1,,1,,,,,,,,GOOD,1,0,,,,1,,,,,
83907,リアクティブヒール,<color PARAM_UP>ダメージを受ける度HP回復</color>,205001,1,,1,,,,,,,,GOOD,1,0,,,,1,,,,,
83911,リアクティブヒール,<color PARAM_UP>ダメージを受ける度HP回復</color>,205001,1,,1,,,,,,,,GOOD,1,0,,,,1,,,,,
83921,リアクティブヒール,<color PARAM_UP>ダメージを受ける度HP回復</color>,205001,1,,1,,,,,,,,GOOD,1,0,,,,1,,,,,
83922,リアクティブヒール,<color PARAM_UP>ダメージを受ける度HP回復</color>,205001,1,,1,,,,,,,,GOOD,1,0,,,,1,,,,,
83923,リアクティブヒール,<color PARAM_UP>ダメージを受ける度HP回復</color>,205001,1,,1,,,,,,,,GOOD,1,0,,,,1,,,,,
83924,リアクティブヒール,<color PARAM_UP>ダメージを受ける度HP回復</color>,205001,1,,1,,,,,,,,GOOD,1,0,,,,1,,,,,
83925,リアクティブヒール,<color PARAM_UP>ダメージを受ける度HP回復</color>,205001,1,,1,,,,,,,,GOOD,1,0,,,,1,,,,,
83926,リアクティブヒール,<color PARAM_UP>ダメージを受ける度HP回復</color>,205001,1,,1,,,,,,,,GOOD,1,0,,,,1,,,,,
83927,リアクティブヒール,<color PARAM_UP>ダメージを受ける度HP回復</color>,205001,1,,1,,,,,,,,GOOD,1,0,,,,1,,,,,
83951,一定被害時HP回復,<color PARAM_UP>ダメージを受ける度HP回復</color>,205001,1,,1,,,,,,,,GOOD,0,2,,,,1,,,,1,
83952,一定被害時HP回復,<color PARAM_UP>ダメージを受ける度HP回復</color>,205001,1,,1,,,,,,,,GOOD,0,2,,,,1,,,,1,
83953,一定被害時GP回復,<color PARAM_UP>ダメージを受ける度GP回復</color>,205001,1,,1,,,,,,,,GOOD,0,0,,,,1,,,,1,
83961,被ダメージ時一定確率で回復,<color PARAM_UP>被ダメージ時一定確率で回復</color>,205001,1,,1,,,,,,,,GOOD,0,2,,,,1,,,,1,
84001,クリスタルビット,<color PARAM_UP>クリスタルを召喚</color>,105050,1,,1,,,,,,,,GOOD,0,0,,,,,,,,,
84002,クリスタルビット,<color PARAM_UP>クリスタルを召喚</color>,105050,1,,1,,,,,,,,GOOD,0,0,,,,,,,,,
84003,クリスタルビット,<color PARAM_UP>クリスタルを召喚</color>,105050,1,,1,,,,,,,,GOOD,0,0,,,,,,,,,
84004,クリスタルビット,<color PARAM_UP>クリスタルを召喚</color>,105050,1,,1,,,,,,,,GOOD,0,0,,,,,,,,,
84005,クリスタルビット,<color PARAM_UP>クリスタルを召喚</color>,105050,1,,1,,,,,,,,GOOD,0,0,,,,,,,,,
84006,クリスタルビット,<color PARAM_UP>クリスタルを召喚</color>,105050,1,,1,,,,,,,,GOOD,0,0,,,,,,,,,
84007,クリスタルビット,<color PARAM_UP>クリスタルを召喚</color>,105050,1,,1,,,,,,,,GOOD,0,0,,,,,,,,,
84008,魔女の叡智,<color PARAM_UP>火水地風属性魔法に対応して追加攻撃</color>,105050,1,,1,,,,,,,,GOOD,0,0,,,,,,,,1,
84011,クリスタルビット,<color PARAM_UP>クリスタルを召喚</color>,105050,1,,1,,,,,,,,GOOD,0,0,,,,,,,,,
84021,刀攻撃スキル時にフレイムアロー,<color PARAM_UP>刀攻撃スキル使用後にフレイムアロー発生</color>,103015,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
84022,刀スキル時にフレイムアロー,,,,,,,,,,,,,GOOD,0,0,,,,,,,,,
84101,一気呵成,<color PARAM_UP>刀スキル使用後に詠唱なしスキルを使用できる</color>／<color PARAM_UP>与魔法ダメージ増加</color>／<color PARAM_DN>消費MP増加</color>,105051,1,,1,,,,,,,,GOOD,1,0,,,,,,,,,
84102,一気呵成,<color PARAM_UP>刀スキル使用後に詠唱なしスキルを使用できる</color>／<color PARAM_UP>与魔法ダメージ増加</color>／<color PARAM_DN>消費MP増加</color>,105051,1,,1,,,,,,,,GOOD,1,0,,,,,,,,,
84103,一気呵成,<color PARAM_UP>刀スキル使用後に詠唱なしスキルを使用できる</color>／<color PARAM_UP>与魔法ダメージ増加</color>／<color PARAM_DN>消費MP増加</color>,105051,1,,1,,,,,,,,GOOD,1,0,,,,,,,,,
84104,一気呵成,<color PARAM_UP>刀スキル使用後に詠唱なしスキルを使用できる</color>／<color PARAM_UP>与魔法ダメージ増加</color>／<color PARAM_DN>消費MP増加</color>,105051,1,,1,,,,,,,,GOOD,1,0,,,,,,,,,
84105,一気呵成,<color PARAM_UP>刀スキル使用後に詠唱なしスキルを使用できる</color>／<color PARAM_UP>与魔法ダメージ増加</color>／<color PARAM_DN>消費MP増加</color>,105051,1,,1,,,,,,,,GOOD,1,0,,,,,,,,,
84106,一気呵成,<color PARAM_UP>刀スキル使用後に詠唱なしスキルを使用できる</color>／<color PARAM_UP>与魔法ダメージ増加</color>／<color PARAM_DN>消費MP増加</color>,105051,1,,1,,,,,,,,GOOD,1,0,,,,,,,,,
84107,一気呵成,<color PARAM_UP>刀スキル使用後に詠唱なしスキルを使用できる</color>／<color PARAM_UP>与魔法ダメージ増加</color>／<color PARAM_DN>消費MP増加</color>,105051,1,,1,,,,,,,,GOOD,1,0,,,,,,,,,
84109,詠唱時間カット,<color PARAM_UP>詠唱時間カット</color>,,,,,,,,,,,,GOOD,1,0,,,,,,,,,
84110,コンボ魔法,<color PARAM_UP>物理攻撃、物理スキルをキャンセルし魔法を使用する</color>,105051,1,,1,,,,,,,,GOOD,1,0,,,,,,,,,
84111,死霊の契約,<color PARAM_UP>魔法与ダメージ増加</color>／<color PARAM_DN>時間経過ダメージ</color>,500001,1,,1,,,,,,,,NONE,0,0,,,,,,,,,
84112,通常攻撃時確率でパワーチャージ発動,通常攻撃時に確率でパワーチャージが発動する,101002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
84113,詠唱時間カット,<color PARAM_UP>詠唱時間カット</color>,,,,,,,,,,,,GOOD,0,0,,,,,,,,,
84114,自動構築,MP消費後、確率で次のスキルの詠唱が無くなる,201009,1,,1,,,,,,,,GOOD,0,1,,,,,,,,1,
84115,響応,プリーストが習得可能な強化魔法を受けると、60秒間追加強化,105010,1,,1,,,,,,,,GOOD,0,1,,,,,,,,1,
84116,,,,,,,,,,,,,,GOOD,0,1,,,,,,,,,
84117,,,,,,,,,,,,,,GOOD,0,1,,,,,,,,,
84118,,,,,,,,,,,,,,GOOD,0,1,,,,,,,,,
84119,,,,,,,,,,,,,,GOOD,0,1,,,,,,,,,
84120,,,,,,,,,,,,,,GOOD,0,1,,,,,,,,,
84121,,,,,,,,,,,,,,GOOD,1,0,,,,,,,,,
84201,ハイパーセンシティブ,<color PARAM_UP>マップに敵の位置を表示</color>／<color PARAM_UP>相手の魔法防御を一部無視</color>,104003,1,,1,,,,,,,,GOOD,1,0,,,,1,,,,,
84202,,,,,,,,,,,,,,NONE,0,0,,,,,,,,,
84211,,,,,,,,,,,,,,NONE,0,1,,,,,,,,1,
84301,赤色のエリクシル,<color PARAM_UP>物理攻撃力上昇</color>／<color PARAM_UP>魔法攻撃力上昇</color>,101006,1,,1,,,,,,,,GOOD,1,0,,,,1,,,,,
84302,青色のエリクシル,<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>,301002,1,,1,,,,,,,,GOOD,1,0,,,,0,,,,,
84303,緑色のエリクシル,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,1,,1,,,,,,,,GOOD,1,0,,,,1,,,,,
84304,白色のエリクシル,<color PARAM_UP>物理攻撃力上昇</color>／<color PARAM_UP>魔法攻撃力上昇</color>／\n<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／\n<color PARAM_UP>HPが一定時間毎に回復</color>,101006,1,,1,,,,,,,,GOOD,1,0,,,,1,,,,,
84305,アイゲンフィールド,<color PARAM_UP>物理攻撃力上昇</color>／<color PARAM_UP>魔法攻撃力上昇</color>／\n<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／\n<color PARAM_UP>HPが一定時間毎に回復</color>,105017,1,,1,,,,,,,,NONE,0,1,,,,,,,,,
84501,キャプチャ,,,,,,,,,,,,,NONE,0,0,,,,,,,,,
84502,キャプチャ,,,,,,,,,,,,,NONE,0,0,,,,,,,,,
84503,キャプチャ,,,,,,,,,,,,,NONE,0,0,,,,,,,,,
84504,キャプチャ,,,,,,,,,,,,,NONE,0,0,,,,,,,,,
84505,キャプチャ,,,,,,,,,,,,,NONE,0,0,,,,,,,,,
84506,キャプチャ,,,,,,,,,,,,,NONE,0,0,,,,,,,,,
84507,キャプチャ,,,,,,,,,,,,,NONE,0,0,,,,,,,,,
84508,キャプチャの引き寄せ（自身）,,,,,,,,,,,,,GOOD,0,0,,,,,,,,,
84511,キャプチャ,<color PARAM_DN>被ダメージ増加</color>,102003,1,,1,,,,,,,,BAD,0,0,,,,,,,,,
84512,キャプチャ,<color PARAM_DN>被ダメージ増加</color>,102003,1,,1,,,,,,,,BAD,0,0,,,,,,,,,
84513,キャプチャ,<color PARAM_DN>被ダメージ増加</color>,102003,1,,1,,,,,,,,BAD,0,0,,,,,,,,,
84514,キャプチャ,<color PARAM_DN>被ダメージ増加</color>,102003,1,,1,,,,,,,,BAD,0,0,,,,,,,,,
84515,キャプチャ,<color PARAM_DN>被ダメージ増加</color>,102003,1,,1,,,,,,,,BAD,0,0,,,,,,,,,
84516,キャプチャ,<color PARAM_DN>被ダメージ増加</color>,102003,1,,1,,,,,,,,BAD,0,0,,,,,,,,,
84517,キャプチャ,<color PARAM_DN>被ダメージ増加</color>,102003,1,,1,,,,,,,,BAD,0,0,,,,,,,,,
84521,キャプチャ,<color PARAM_DN>被ダメージ増加</color>,102003,1,,1,,,,,,,,BAD,0,0,,,,,,,,,
84522,キャプチャ,<color PARAM_DN>被ダメージ増加</color>,102003,1,,1,,,,,,,,BAD,0,0,,,,,,,,,
84523,キャプチャ,<color PARAM_DN>被ダメージ増加</color>,102003,1,,1,,,,,,,,BAD,0,0,,,,,,,,,
84524,キャプチャ,<color PARAM_DN>被ダメージ増加</color>,102003,1,,1,,,,,,,,BAD,0,0,,,,,,,,,
84525,キャプチャ,<color PARAM_DN>被ダメージ増加</color>,102003,1,,1,,,,,,,,BAD,0,0,,,,,,,,,
84526,キャプチャ,<color PARAM_DN>被ダメージ増加</color>,102003,1,,1,,,,,,,,BAD,0,0,,,,,,,,,
84527,キャプチャ,<color PARAM_DN>被ダメージ増加</color>,102003,1,,1,,,,,,,,BAD,0,0,,,,,,,,,
84531,キャプチャの引き寄せ（自身）,,,,,,,,,,,,,GOOD,0,0,,,,,,,,,
84532,キャプチャの引き寄せタイミング合わせ用,,,,,,,,,,,,,GOOD,0,0,,,,,,,,,
84533,キャプチャHit時、移動不可,,,,,,,,,,,,,GOOD,0,0,,,,,,,,,
84534,キャプチャの引き寄せ（自身）,,,,,,,,,,,,,GOOD,0,0,,,,,,,,,
84541,,,,,,,,,,,,,,NONE,0,0,,,,,,,,,
84542,キャプチャ,<color PARAM_UP>移動停止</color>／<color PARAM_DN>被ダメージ増加</color>,400005,1,,1,,,,,,,,BAD,0,0,,,BIND,,,,,,
84543,キャプチャ,<color PARAM_UP>移動停止</color>／<color PARAM_DN>被ダメージ増加</color>,400005,1,,1,,,,,,,,NONE,0,0,,,,,,,,,
84551,移動停止,<color PARAM_UP>移動停止</color>,503001,1,,1,,,,,,,,BAD,0,0,,,BIND,,,,,,
84552,移動停止,<color PARAM_UP>移動停止</color>,503001,1,,1,,,,,,,,BAD,0,0,,,BIND,,,,,,
84553,キャプチャ,<color PARAM_UP>移動停止</color>／<color PARAM_DN>被ダメージ増加</color>,400005,1,,1,,,,,,,,NONE,0,0,,,,,,,,,
84601,,,,,,,,,,,,,,NONE,0,0,,,,,,,,,
90001,EXPボーナス,EXPボーナス,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90002,消費APスキル,消費APスキル,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90003,消費APダッシュ,消費APダッシュ,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90004,消費APステップ,消費APステップ,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90005,音感知範囲増減,音感知範囲増減,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
90006,トラップ感知範囲増減,トラップ感知範囲増減,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
90007,AP自動回復時間,AP自動回復時間,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90008,AP自動回復量,AP自動回復量,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90009,AC自動回復時間,AC自動回復時間,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90010,AC自動回復量,AC自動回復量,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90011,落下ダメージ,落下ダメージ,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90012,ガード強化,ガード強化,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90013,ダメージ固定,ダメージ固定,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90017,非ターゲット,非ターゲット,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90018,ヘイト増減率,ヘイト増減率,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90019,AP増減率,AP増減率,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90020,物理攻撃力上昇,,301001,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90021,物理防御力上昇,,301002,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90022,魔法攻撃力上昇,,301003,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90023,魔法防御力上昇,,301005,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90024,最大重量,最大重量,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90025,スキルダメージ,スキルダメージ,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90026,最大HP増減,最大HP増減,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90027,最大MP増減,最大MP増減,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90028,ガードバフ,ガードバフ,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90029,貫通,貫通,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90030,MP吸収,MP吸収,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90031,ゾンビキラー,ゾンビキラー,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90032,ダメージカバー,ダメージカバー,,,,,8,,,,,,1,GOOD,1,0,,,,,,,,,
90033,竜の像移動,竜の像移動,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90034,スーパーアーマー,スーパーアーマー,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90035,バフ補正,バフ補正,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90036,ボルト作成,,999901,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90037,ノックバック,ノックバック,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90038,溜め,,999901,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90039,反撃,,301001,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90040,バックアタック（旧）,バックアタック（旧）,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90041,バックアタック後（旧）,バックアタック後（旧）,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90042,サイドアタック（旧）,サイドアタック（旧）,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90043,サイドアタック後（旧）,サイドアタック後（旧）,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90044,ギミック,ギミック,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
90101,ヘイト増加,ヘイト増加<color PARAM_UP>＋3％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90102,ヘイト増加,ヘイト増加<color PARAM_UP>＋5％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90111,ヘイト減少,ヘイト減少<color PARAM_UP>－3％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90112,ヘイト減少,ヘイト減少<color PARAM_UP>－5％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90121,与ヒール系魔法回復量＋1.5％,与ヒール系魔法回復量<color PARAM_UP>＋1.5％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90131,被ヒール系魔法回復量＋1.5％,被ヒール系魔法回復量<color PARAM_UP>＋null％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90141,キャンプでのMP回復量＋10％,キャンプでのMP回復量<color PARAM_UP>＋10％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90142,キャンプでのMP回復量＋20％,キャンプでのMP回復量<color PARAM_UP>＋20％％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90151,キャンプでのHP回復量＋10％,キャンプでのHP回復量<color PARAM_UP>＋10％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90152,キャンプでのHP回復量＋20％,キャンプでのHP回復量<color PARAM_UP>＋20％％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90161,物理防御力＋1,物理防御力<color PARAM_UP>＋1</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90162,物理防御力＋3,物理防御力<color PARAM_UP>＋3</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90163,物理防御力＋5,物理防御力<color PARAM_UP>＋5</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90171,魔法防御力＋1,魔法防御力<color PARAM_UP>＋1</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90172,魔法防御力＋3,魔法防御力<color PARAM_UP>＋3</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90173,魔法防御力＋5,魔法防御力<color PARAM_UP>＋5</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90181,物理攻撃力＋1,物理攻撃力<color PARAM_UP>＋1</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90182,物理攻撃力＋3,物理攻撃力<color PARAM_UP>＋3</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90183,物理攻撃力＋5,物理攻撃力<color PARAM_UP>＋5</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90191,魔法攻撃力＋1,物理攻撃力<color PARAM_UP>＋1</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90192,魔法攻撃力＋3,物理攻撃力<color PARAM_UP>＋3</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90193,魔法攻撃力＋5,物理攻撃力<color PARAM_UP>＋5</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90201,OD回復量＋10％,OD回復量<color PARAM_UP>＋10％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90202,OD回復量＋15％,OD回復量<color PARAM_UP>＋15％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90203,OD回復量＋30％,OD回復量<color PARAM_UP>＋30％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90211,最大重量＋0.3Kg,最大重量<color PARAM_UP>＋0.3kg</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90212,最大重量＋1Kg,最大重量<color PARAM_UP>＋1kg</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90221,GPダメージ低下－1％,GPダメージ低下<color PARAM_UP>－1％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90231,宝箱開錠成功率＋1％,宝箱開錠成功率<color PARAM_UP>＋1％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90232,宝箱開錠成功率＋10％,宝箱開錠成功率<color PARAM_UP>＋10％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90241,ステップ時OD減少量－2％,ステップ時OD減少量<color PARAM_UP>－2％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90242,ステップ時OD減少量－3％,ステップ時OD減少量<color PARAM_UP>－3％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90243,ステップ時OD減少量－5％,ステップ時OD減少量<color PARAM_UP>－5％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90244,ステップ時OD減少量－10％,ステップ時OD減少量<color PARAM_UP>－10％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90245,ステップ時OD減少量－15％,ステップ時OD減少量<color PARAM_UP>－15％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90246,ステップ時OD減少量－20％,ステップ時OD減少量<color PARAM_UP>－20％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90251,ダッシュ時OD減少量－2％,ダッシュ時OD減少量<color PARAM_UP>－2％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90252,ダッシュ時OD減少量－3％,ダッシュ時OD減少量<color PARAM_UP>－3％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90261,蘇生魔法成功率＋1％,蘇生魔法成功率<color PARAM_UP>＋1％</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
90271,被略奪時間延長＋0.5秒,被略奪時間延長<color PARAM_UP>＋0.5秒</color>,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91000,動物キラー+3%,動物キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91001,動物キラー+5%,動物キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91002,動物キラー+8%,動物キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91003,動物キラー+50%,動物キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91010,植物キラー+3%,植物キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91011,植物キラー+5%,植物キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91012,植物キラー+8%,植物キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91013,植物キラー+50%,植物キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91020,人型キラー+3%,人型キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91021,人型キラー+5%,人型キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91022,人型キラー+8%,人型キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91023,人型キラー+50%,人型キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91030,亜人キラー+3%,亜人キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91031,亜人キラー+5%,亜人キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91032,亜人キラー+8%,亜人キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91033,亜人キラー+50%,亜人キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91040,獣人キラー+3%,獣人キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91041,獣人キラー+5%,獣人キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91042,獣人キラー+8%,獣人キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91043,獣人キラー+50%,獣人キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91050,デビルキラー+3%,デビルキラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91051,デビルキラー+5%,デビルキラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91052,デビルキラー+8%,デビルキラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91053,デビルキラー+50%,デビルキラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91060,ゾンビキラー+3%,ゾンビキラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91061,ゾンビキラー+5%,ゾンビキラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91062,ゾンビキラー+8%,ゾンビキラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91063,ゾンビキラー+50%,ゾンビキラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91070,マテリアルキラー+3%,マテリアルキラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91071,マテリアルキラー+5%,マテリアルキラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91072,マテリアルキラー+8%,マテリアルキラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91073,マテリアルキラー+50%,マテリアルキラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91080,神獣キラー+3%,神獣キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91081,神獣キラー+5%,神獣キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91082,神獣キラー+8%,神獣キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91083,神獣キラー+50%,神獣キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91090,精霊キラー+3%,精霊キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91091,精霊キラー+5%,精霊キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
91092,精霊キラー+8%,精霊キラー,,,,,,,,,,,1,GOOD,0,2,,,,,,,,,
