#ID,Type,Name [JA],Name [EN],Rarity,Grade,Physical,Magical,Range Distance,Special Performance,Durability,Hardness,Weight,Slash,Strike,Pierce,checkup,Bonus Tolerance,FIG,THI,MAG,PRI,SAM,NIN,BIS,LOR,CLO,ALC,Occupations,HP,MP,STR,VIT,DEX,AGI,INT,PIE,LUK,Poison,Paralysis,Stone,Faint,Blind,Sleep,Silent,Charm,Confus ,Fear,Fire Def,Water Def,Wind Def,Earth Def,Light Def,Dark Def,Fire Atk,Water Atk,Wind Atk,地攻,光攻,闇攻,Sellable,Tradable,NEW,Lootable,Blessable,Cursable,Lower Limit,Upper Limit,Requirements,When Equipped [JA],When equipped [EN],Positive Effect,Abnormal State [JA],Abnormal State [EN],Abnormal State [JA] (text),Abnormal State [EN] (text),Status Effect,Comment [JA],Comment [EN],Obtained [JA],Obtained [EN],Note [JA],Note [EN],Collation [JA],Collation [EN],Evidence
,belt,クラックベルト,Crack belt,Good,20,21,10,0,0,0,0,0.20,0,0,0,,-1,1,1,1,1,1,1,1,1,1,1,1023,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,50,-1,,GP 与ダメージ増加,GP applied damage increase,TRUE,,,,,0%,,,,,,,,,A
,Medium-sized shield,グラディエートシールド,Grady benzoate shield,Normal,17,24,5,0,320,100,1,3.20,40,30,30,ok,-1,1,0,0,1,0,0,1,1,1,1,969,50,-20,5,5,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,44,-1,,,,FALSE,,,,,0%,,,,,,,,,A
,large shield,グラビティシールド,Gravity shield,Good,17,30,0,0,900,120,3,20.00,40,30,30,ok,-1,1,0,0,0,0,0,0,1,0,0,129,0,0,0,0,-10,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,44,-1,,重量による物理防御力上昇,Physical defense force increase due to the weight,TRUE,,,,,0%,,,,,,,,,A
,necklace,グラビティネックレス,Gravity necklace,Master,19,25,5,0,0,0,0,6.50,0,0,0,,-1,1,1,1,1,1,1,1,1,1,1,1023,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,48,-1,,,,FALSE,,,,,0%,,,,,,,,,A
,Leather shoes,グラフィコバスキン,Graphisoft Koba skin,Normal,19,66,33,0,0,41,2,0.85,40,30,30,ok,-1,1,0,0,1,1,0,1,1,1,0,473,20,20,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,48,-1,,,,FALSE,,,,,0%,,,,,,,,,
,Leather shoes,グランツバスキン,Grants Baskin,Normal,23,92,45,0,0,40,2,1.80,40,30,30,ok,31,1,0,0,1,1,0,1,1,1,0,473,30,10,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,56,-1,,,,FALSE,,,,,0%,,,,,,,,,E
,Tetsukutsu,グリーブ,Glebe,Normal,5,29,0,0,0,50,4,1.60,40,30,30,ok,-1,1,0,0,0,0,0,0,1,1,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 5,,,FALSE,,,,,0%,,,,,,,,,
,Tetsukutsu,クリシスグリーブ,Chestnut cis Glebe,Normal,24,113,52,0,0,50,4,1.60,40,30,30,ok,31,1,0,0,0,0,0,0,1,1,0,385,50,0,4,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,,,,FALSE,,,,,0%,,,,,,,,,E
,Medium-sized shield,グリッドシールド,Grid shield,Normal,16,10,10,0,360,100,1,3.20,40,30,30,ok,-1,1,1,0,1,0,0,1,1,1,1,971,0,0,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,42,-1,,,,FALSE,,,,,0%,,,,,,,,,A
,shoes,グリップブーツ,Grip boots,Master,18,70,36,0,0,40,3,0.60,40,30,30,ok,-1,1,1,0,0,1,1,0,1,1,1,947,20,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,46,-1,,,,FALSE,,,,,0%,,,,,,,,,
,large shield,クルーガーシールド,Kruger shield,Master,22,40,30,0,700,120,3,7.50,40,30,30,ok,29,1,0,0,0,0,0,0,1,0,0,129,50,0,0,3,-4,-4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,54,-1,,オフェンシブガード,Offensive guard,TRUE,,,,,0%,,,,,,,,,E
,earrings,グレースイヤリング,Grace earrings,Good,6,0,10,0,0,0,0,0.10,0,0,0,,-1,1,1,1,1,1,1,1,1,1,1,1023,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 6,,,FALSE,,,,,0%,,,,,,,,,A
,ring,グレイスフルリング,Graceful ring,Master,23,14,20,0,0,0,0,0.10,0,0,0,,50,1,1,1,1,1,1,1,1,1,1,1023,60,30,0,-5,7,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,56,-1,,ヒール系回復量上昇,Heel-based recovery amount rises,TRUE,,,,,0%,,,,,,,,,E
,necklace,クレイドルネックレス,Cradle necklace,Good,26,17,102,0,0,0,0,0.20,0,0,0,,48,1,1,1,1,1,1,1,1,1,1,1023,55,20,0,0,3,0,2,5,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,62,-1,,,,FALSE,,,,,0%,,,,,,,,,E
,shoes,クレディトフット,Credito foot,Normal,24,73,70,0,0,13,1,0.40,20,40,40,ok,31,0,1,1,1,0,0,1,0,1,1,846,20,40,0,0,1,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,,,,FALSE,,,,,0%,,,,,,,,,E
,gloves,クレディトミトン,Credito mittens,Normal,24,66,68,0,0,17,1,0.30,30,40,30,ok,32,0,1,1,1,0,0,1,0,1,1,846,20,40,0,0,1,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,,,,FALSE,,,,,0%,,,,,,,,,E
,large shield,グローリア,Gloria,Master,18,30,20,0,850,120,3,6.80,40,40,20,ok,27,1,0,0,0,0,0,0,1,0,0,129,0,0,5,5,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,46,-1,VIT 35,ヘイト蓄積量増加,I hate the accumulated amount increase,TRUE,,,,,0%,,,,,,,,,E
,Small Shield,クロウェルエニフ,Black well Enifu,Good,21,16,39,0,150,40,1,2.50,40,40,20,ok,-1,1,1,1,1,0,0,1,1,1,1,975,15,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,52,-1,,ゾンビガード,Zombie guard,TRUE,,,,,0%,,,,,,,,,A
,shoes,クロッグ,Clogs,Normal,5,8,16,0,0,10,1,0.40,40,30,30,ok,-1,0,1,1,1,0,1,1,0,1,1,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 5,,,FALSE,,,,,0%,,,,,,,,,
,Leather shoes,ケロウグリーブ,Kerouguribu,Master,21,99,39,0,0,36,4,3.70,40,30,30,ok,-1,1,0,0,0,0,0,0,1,1,0,385,60,0,6,4,2,-3,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,52,-1,,,,FALSE,,,,,0%,,,,,,,,,A
,Leather shoes,ゴールドチェーンブーツ,Gold Chain Boots,Master,11,49,12,0,0,45,2,1.40,40,40,20,ok,-1,1,0,0,1,1,0,1,1,1,0,473,20,0,0,2,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,30,-1,,,,FALSE,,,,,0%,,,,,,,,,
,ring,ゴールドリング,Gold Ring,Good,1,0,0,0,0,0,0,0.10,0,0,0,,-1,1,1,1,1,1,1,1,1,1,1,1023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,-1,,,,FALSE,,,,,0%,魔術師達が身につけていた指輪。<br>装備すると知的になった気分がする。,Rings magician who had been wearing. It feels like a intellectual and <br> equipment is.,,,,,,,A
,necklace,コメットネックレス,Comet necklace,Good,17,8,55,0,0,0,0,0.20,0,0,0,,-1,1,1,1,1,1,1,1,1,1,1,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,44,-1,,,,FALSE,,,,,0%,,,,,,,,,A
,earrings,コメットピアス,Comet earrings,Good,17,8,55,0,0,0,0,0.10,0,0,0,,-1,1,1,1,1,1,1,1,1,1,1,1023,0,0,0,0,0,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,44,-1,,,,FALSE,,,,,0%,,,,,,,,,A
,Leather shoes,コントラグリーブ,Contra Glebe,Master,19,85,42,0,0,41,2,3.00,40,30,30,ok,39,1,0,0,0,0,0,0,1,1,0,385,50,0,0,3,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,48,-1,,GP 最大値上昇,GP maximum value rises,TRUE,,,,,0%,,,,,,,,,E
,necklace,コンバートペンダント,Convert pendant,Master,20,36,40,0,0,0,0,4.00,0,0,0,,50,1,1,1,1,1,1,1,1,1,1,1023,300,-300,6,10,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,50,-1,,片手・両手斧装備時物攻上昇,"Equipment during MonoOsamu rise one hand, both the hatchet",TRUE,,,,,0%,,,,,,,,,E
,Tetsukutsu,コンポジットグリーブ,Composite Glebe,Good,15,58,0,0,0,35,4,0.80,40,30,30,ok,-1,1,0,0,0,0,0,0,1,1,0,385,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,40,-1,,,,FALSE,,,,,0%,,,,,,,,,
,gloves,サージュハンド,Sage Hand,Normal,26,81,84,0,0,27,1,0.90,30,40,30,ok,33,0,1,1,1,0,1,1,0,1,1,878,30,50,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,62,-1,,,,FALSE,,,,,0%,,,,,,,,,E
,shoes,サージュブーツ,Sage boots,Normal,26,91,87,0,0,45,1,1.00,20,40,40,ok,32,0,1,1,1,0,1,1,0,1,1,878,30,50,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,62,-1,,,,FALSE,,,,,0%,,,,,,,,,E
,earrings,サーチイヤリング,Search earrings,Master,13,0,30,0,0,0,0,0.10,0,0,0,,47,1,1,1,1,1,1,1,1,1,1,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,36,-1,,ドロップ率上昇,Drop rate rise,TRUE,,,,,0%,,,"[M.A.Cポイント] 500,000P","[M.A.C point] 500,000P",,,,,E
,necklace,サーチペンダント,Search pendant,Master,13,0,20,0,0,0,0,0.20,0,0,0,,-1,1,1,1,1,1,1,1,1,1,1,1023,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,36,-1,,ドロップ率上昇,Drop rate rise,TRUE,,,,,0%,,,,,,,,,A
,earrings,サイレントピアス,Silent earrings,Good,23,9,74,0,0,0,0,0.10,0,0,0,,47,1,1,1,1,1,1,1,1,1,1,1023,120,0,10,0,10,10,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,56,-1,,沈黙,silence,FALSE,,,,,0%,,,,,,,,,E
,earrings,サクリファイスイヤリング,Sacrifice earrings,Master,7,10,12,0,0,0,0,0.10,0,0,0,,44,1,1,1,1,1,1,1,1,1,1,1023,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,-1,SR 7,,,FALSE,,,,,0%,,,,,,,,,E
,belt,サッキュバスガーター,Sakkyubasu garter,Legend,17,25,25,0,0,0,0,0.30,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,1023,100,100,0,0,0,0,0,0,5,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,44,-1,,確率で物理攻撃無効化,Physical attack disabled on the probability,TRUE,,,,,0%,なんだかいい匂いがする。,Somehow a good smell.,,,,,,,E
,large shield,サドゴニアン,Sadogonian,Master,24,54,41,0,1020,120,3,6.80,40,40,20,ok,30,1,0,0,0,0,0,0,1,0,0,129,130,60,4,3,-6,-4,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,58,-1,,水属性被ダメージ減少,Water attribute the damage reduction,TRUE,,,,,0%,,,,,,,,,E
,belt,サバイバルベルト,Survival belt,Good,13,10,0,0,0,0,0,0.30,0,0,0,,-1,1,1,1,1,1,1,1,1,1,1,1023,30,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,36,-1,,,,FALSE,,,,,0%,,,,,,,,,A
,necklace,サポーターチョーカー,Supporters choker,Master,26,18,112,0,0,0,0,0.20,0,0,0,,53,1,1,1,1,1,1,1,1,1,1,1023,50,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,62,-1,,パーティメンバーのステータス上昇,Status rise of party members,TRUE,,,,,0%,,,,,,,,,E
,gloves,サラトガグローブ,Saratoga Grove,Master,24,105,59,0,0,29,2,1.00,30,30,40,ok,42,1,1,0,0,1,1,0,1,1,1,947,50,20,0,0,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,,ハイド・バックアタック威力増加,Hyde back attack power increase,TRUE,,,,,0%,,,,,,,,,E
,gloves,サンクティスバンド,Thunk Eustis band,Master,24,76,79,0,0,20,1,0.30,40,30,30,ok,42,0,1,1,1,0,1,1,0,1,1,878,30,50,3,0,0,0,10,5,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,,ファイアボール威力増加,Fireball power increase,TRUE,,,,,0%,,,,,,,,,E
,earrings,サンストーンイヤリング,Sunstone earrings,Master,14,0,40,0,0,0,0,0.10,0,0,0,,-1,1,1,1,1,1,1,1,1,1,1,1023,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,38,-1,,,,FALSE,,,,,0%,,,,,,,,,A
,Medium-sized shield,サンライトシールド,Sunlight shield,Master,11,10,0,0,350,100,1,6.00,40,40,20,ok,-1,1,1,0,1,0,0,1,1,1,1,971,100,0,0,3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,30,-1,,,,FALSE,,,,,0%,,,,,,,,,A
,ring,シールドリング,Shield ring,Normal,4,2,2,0,0,0,0,0.10,0,0,0,,-1,1,1,1,1,1,1,1,1,1,1,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 4,,,FALSE,,,,,0%,,,,,,,,,
,Leather shoes,シヴパーナバスキン,Shiv par Nava skin,Normal,20,78,37,0,0,41,2,1.70,40,40,20,ok,-1,1,0,0,1,1,0,1,1,1,0,473,20,5,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,50,-1,,,,FALSE,,,,,0%,,,,,,,,,
,earrings,シドの耳飾り,Earrings of Sid,Good,5,0,20,0,0,0,0,0.10,0,0,0,,38,1,1,1,1,1,1,1,1,1,1,1023,0,15,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 5,,,FALSE,,,,,0%,,,,,,,,,E
,Tetsukutsu,シャドウグリーブ,Shadow Glebe,Master,11,53,9,0,0,56,5,1.70,40,30,30,ok,-1,1,0,0,0,0,0,0,1,1,0,385,20,0,3,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,30,-1,,,,FALSE,,,,,0%,,,,,,,,,
,gloves,シャドウフィンガー,Shadow finger,Master,22,87,48,0,0,36,3,0.80,30,30,40,ok,-1,1,1,0,0,1,1,0,1,1,1,947,40,0,0,0,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,54,-1,,通常攻撃の威力上昇,Rising power of normal attack,TRUE,,,,,0%,,,,,,,,,A
,Leather shoes,ジャンパーバスキン,Jumper Baskin,Master,21,89,44,0,0,36,4,1.60,20,40,40,ok,-1,1,0,0,1,1,0,1,1,1,0,473,40,20,0,0,3,4,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,52,-1,,ダッシュジャンプ時消費 OD 減少,When the dash jump consumption OD decrease,TRUE,,,,,0%,,,,,,,,,A
,Tetsukutsu,シュミットグリーブ,Schmidt Glebe,Normal,18,69,28,0,0,43,4,1.40,40,30,30,ok,-1,1,0,0,0,0,0,0,1,1,0,385,30,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,46,-1,,,,FALSE,,,,,0%,,,,,,,,,
,gloves,シュラウドハンド,Shroud hand,Master,19,69,38,0,0,15,1,0.30,30,40,30,ok,-1,1,1,0,0,1,1,0,1,1,1,947,30,0,8,0,2,3,-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,48,-1,,暗器攻撃力上昇,Dark device attack force increase,TRUE,,,,,0%,,,,,,,,,
,Bracelet,シルバーバングル,Silver bangle,Good,8,17,19,0,0,10,1,0.30,40,30,30,ok,-1,0,1,1,1,0,1,1,0,1,1,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 8,,,FALSE,,,,,0%,,,,,,,,,
,shoes,ズーハーブーツ,Zuhabutsu,Master,26,139,76,0,0,52,2,1.50,40,30,30,ok,42,1,1,0,0,1,1,0,1,1,1,947,60,0,4,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,62,-1,,ラッキーストライク強化,Lucky Strike strengthening,TRUE,,,,,0%,,,,,,,,,E
,Medium-sized shield,スーパーヘヴィシールド,Super Heavy shield,Master,7,8,0,0,310,100,1,5.50,40,40,20,ok,27,1,1,0,1,0,0,1,1,1,1,971,60,0,0,1,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,-1,SR 7,,,FALSE,,,,,0%,,,,,,,,,E
,belt,スーパーヘヴィベルト,Super Heavy belt,Master,4,3,0,0,0,0,0,5.00,0,0,0,,-1,1,1,1,1,1,1,1,1,1,1,1023,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 4,,,FALSE,,,,,0%,,,,,,,,,A
,Leather shoes,スィビックグリーブ,Sweep rate Big Glebe,Master,15,58,25,0,0,36,4,1.00,40,40,20,ok,37,0,0,0,1,1,0,1,0,0,0,88,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,40,-1,,ノックバック距離減少,Knock back distance decreases,TRUE,,,,,0%,,,,,,,,,E
,large shield,スヴァルシールド,Scan Val shield,Master,24,25,66,0,820,120,3,6.80,40,40,20,ok,30,1,0,0,0,0,0,0,1,0,0,129,90,30,0,4,-5,-2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,58,-1,,魔法ガード可能,Magic guard possible,TRUE,,,,,0%,,,,,,,,,E
,Bracelet,スカラーハンド,Scalar hand,Good,6,18,20,0,0,27,1,0.30,30,40,30,ok,-1,0,1,1,1,0,1,1,0,1,1,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 6,,,FALSE,,,,,0%,,,,,,,,,
,shoes,スカラーブーツ,Scalar boots,Good,6,19,18,0,0,47,1,0.40,20,40,40,ok,-1,0,1,1,1,0,1,1,0,1,1,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 6,,,FALSE,,,,,0%,,,,,,,,,
,belt,スキルラッキーベルト,Skills lucky belt,Master,21,18,15,0,0,0,0,0.30,0,0,0,,-1,1,1,1,1,1,1,1,1,1,1,1023,50,0,3,3,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,52,-1,,スキル発動時確率で OD 消費 0,OD consumed by the skill triggered when probability 0,TRUE,,,,,0%,,,,,,,,,A
,large shield,スクルトゥーア,Sukurutua,Good,25,56,42,0,900,120,2,6.50,40,30,30,ok,26,1,0,0,0,0,0,0,1,0,0,129,100,0,4,4,-3,-5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,60,-1,,マテリアルガード,Materials guard,TRUE,,,,,0%,,,,,,,,,E
,large shield,スタヴンウォール,Star Haven Wall,Master,21,40,30,0,830,80,3,6.80,40,40,20,ok,-1,1,0,0,0,0,0,0,1,0,0,129,100,40,0,3,-5,-5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,52,-1,,ガード成功時プロテクション,Guard Success protection,TRUE,,,,,0%,,,,,,,,,A
,Leather shoes,スタッドアンカードグリーブ,Stud Anne cards Glebe,Master,18,71,35,0,0,36,2,1.30,40,30,30,ok,38,1,0,0,1,1,0,1,1,1,0,473,100,20,0,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,46,-1,,移動速度低下 + ノックバック耐性,Movement speed decrease + knock back resistance,FALSE,,,,,0%,,,,,,,,,E
,Leather shoes,スタデッドレザーバスキン,Star dead leather Baskin,Good,11,43,10,0,0,41,2,0.90,40,40,20,ok,-1,1,0,0,1,1,0,1,1,1,0,473,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,30,-1,,,,FALSE,,,,,0%,,,,,,,,,
,Tetsukutsu,スチールグリーブ,Steel Glebe,Good,8,37,0,0,0,50,5,1.70,40,30,30,ok,-1,1,0,0,0,0,0,0,1,1,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 8,,,FALSE,,,,,0%,,,,,,,,,
